test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,892857.120000,465956.060000,0.324000,0.220000,0.080000,0.080000,0.311000,0.208000,0.567000,0.200000,0.719000,0.736000,1.183000,3.632000
PING_MBULK,1000000.000000,435612.880000,0.263000,0.245000,0.104000,0.144000,0.247000,0.232000,0.367000,0.368000,0.471000,0.632000,1.303000,3.376000
SET,775193.810000,422647.530000,0.512000,0.501000,0.216000,0.096000,0.487000,0.504000,0.775000,0.824000,1.015000,1.272000,1.431000,3.080000
GET,806451.620000,480677.720000,0.535000,0.490000,0.144000,0.136000,0.527000,0.496000,0.727000,0.672000,0.871000,0.752000,1.327000,1.016000
INCR,787401.560000,238649.190000,0.569000,0.127000,0.192000,0.064000,0.551000,0.112000,0.887000,0.248000,1.007000,0.400000,1.391000,0.584000
LPUSH,1020408.190000,326702.500000,0.356000,0.169000,0.160000,0.064000,0.351000,0.128000,0.535000,0.432000,0.623000,0.728000,0.911000,1.360000
RPUSH,934579.440000,195680.000000,0.358000,0.097000,0.096000,0.048000,0.311000,0.056000,0.655000,0.288000,0.871000,0.400000,1.199000,1.152000
LPOP,943396.250000,232956.560000,0.448000,0.188000,0.176000,0.120000,0.439000,0.128000,0.623000,0.480000,0.719000,0.576000,1.015000,1.032000
RPOP,925925.880000,224806.190000,0.405000,0.164000,0.160000,0.056000,0.391000,0.136000,0.607000,0.360000,0.783000,0.440000,1.023000,0.568000
SADD,793650.750000,136791.120000,0.515000,0.112000,0.184000,0.088000,0.455000,0.112000,0.895000,0.296000,1.247000,0.328000,1.823000,0.152000
HSET,806451.620000,202296.310000,0.550000,0.126000,0.200000,0.080000,0.543000,0.104000,0.783000,0.320000,1.015000,0.496000,2.295000,0.864000
SPOP,552486.190000,281157.000000,0.787000,0.620000,0.072000,0.080000,0.743000,0.600000,1.703000,1.176000,2.207000,1.504000,2.823000,2.528000
LPUSH (needed to benchmark LRANGE),735294.060000,402357.500000,0.574000,0.324000,0.160000,0.056000,0.591000,0.400000,0.935000,0.544000,1.071000,0.544000,1.415000,0.600000
LRANGE_100 (first 100 elements),170940.170000,84516.750000,1.681000,0.841000,0.448000,0.112000,1.263000,1.080000,3.231000,1.248000,4.519000,3.240000,6.535000,4.352000
MSET (10 keys),251889.160000,14401.690000,1.860000,0.087000,0.736000,0.328000,1.855000,0.200000,2.679000,0.328000,3.055000,1.096000,3.439000,1.744000
