test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,118063.760000,7618.670000,0.219000,0.017000,0.064000,0.016000,0.215000,0.008000,0.279000,0.040000,0.327000,0.032000,0.687000,2.160000
PING_MBULK,116822.430000,2317.590000,0.222000,0.005000,0.056000,0.000000,0.215000,0.008000,0.271000,0.024000,0.335000,0.024000,0.815000,1.192000
SET,119474.310000,3506.180000,0.216000,0.006000,0.064000,0.008000,0.215000,0.008000,0.255000,0.024000,0.319000,0.016000,0.447000,0.520000
GET,116279.070000,7271.780000,0.222000,0.016000,0.064000,0.008000,0.215000,0.008000,0.279000,0.024000,0.327000,0.032000,0.983000,2.632000
INCR,117508.810000,10560.680000,0.220000,0.025000,0.064000,0.008000,0.215000,0.016000,0.271000,0.056000,0.319000,0.112000,1.767000,1.448000
LPUSH,113122.170000,11187.270000,0.229000,0.023000,0.064000,0.024000,0.223000,0.016000,0.295000,0.040000,0.351000,0.032000,0.503000,0.408000
RPUSH,119047.620000,15524.210000,0.218000,0.037000,0.064000,0.000000,0.215000,0.024000,0.255000,0.072000,0.335000,0.144000,0.719000,3.064000
LPOP,107296.140000,19982.410000,0.243000,0.057000,0.088000,0.064000,0.231000,0.016000,0.319000,0.152000,0.391000,0.280000,3.183000,4.192000
RPOP,117233.300000,52690.620000,0.221000,0.209000,0.064000,0.056000,0.223000,0.144000,0.255000,0.312000,0.319000,2.984000,0.447000,7.672000
SADD,113895.210000,64663.890000,0.226000,0.301000,0.056000,0.040000,0.223000,0.224000,0.287000,0.392000,0.327000,3.320000,0.519000,6.312000
HSET,117370.890000,64320.490000,0.220000,0.306000,0.056000,0.048000,0.223000,0.248000,0.271000,0.368000,0.335000,3.200000,0.583000,5.696000
SPOP,117096.020000,64044.070000,0.226000,0.351000,0.064000,0.056000,0.215000,0.248000,0.303000,0.600000,0.383000,3.232000,0.967000,6.672000
LPUSH (needed to benchmark LRANGE),112866.820000,66104.550000,0.229000,0.321000,0.056000,0.080000,0.223000,0.200000,0.287000,0.408000,0.335000,3.712000,0.519000,7.648000
LRANGE_100 (first 100 elements),80645.160000,45492.770000,0.316000,0.480000,0.144000,0.136000,0.311000,0.344000,0.375000,0.976000,0.439000,3.856000,3.711000,7.568000
MSET (10 keys),114285.710000,67954.790000,0.255000,0.542000,0.096000,0.136000,0.239000,0.504000,0.447000,0.800000,0.671000,3.088000,2.007000,6.512000
