"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","909090.94","0.477","0.024","0.319","1.255","3.287","8.887"
"PING_MBULK","869565.19","0.508","0.024","0.343","1.295","3.871","5.743"
"SET","636942.62","0.772","0.040","0.319","3.119","7.687","12.519"
"GET","833333.38","0.581","0.032","0.455","1.463","2.127","9.071"
"INCR","649350.62","0.758","0.040","0.311","2.839","7.943","10.647"
"LPUSH","431034.50","1.146","0.032","1.159","1.591","2.351","4.239"
"RPUSH","448430.47","1.101","0.032","1.135","1.551","2.655","5.599"
"LPOP","454545.47","1.089","0.032","1.135","1.511","2.303","4.279"
"RPOP","460829.50","1.073","0.032","1.135","1.383","2.183","3.207"
"SADD","418410.06","1.183","0.040","1.167","1.663","2.423","3.727"
"HSET","409836.06","1.207","0.040","1.183","1.719","2.311","3.583"
"SPOP","423728.81","1.165","0.032","1.167","1.751","2.991","8.103"
"LPUSH (needed to benchmark LRANGE)","452488.69","1.088","0.032","1.135","1.479","2.399","5.503"
"LRANGE_100 (first 100 elements)","175131.36","2.116","0.120","1.303","6.423","10.807","17.199"
"MSET (10 keys)","230414.75","2.156","0.112","1.743","5.207","6.975","13.183"
