"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","900900.88","0.433","0.024","0.311","1.095","1.991","5.511"
"PING_MBULK","909090.94","0.481","0.024","0.319","1.263","2.863","7.983"
"SET","675675.69","0.732","0.024","0.351","2.935","5.375","9.807"
"GET","833333.38","0.575","0.032","0.447","1.439","2.183","8.063"
"INCR","621118.00","0.788","0.032","0.359","3.039","7.527","10.367"
"LPUSH","448430.47","1.104","0.032","1.135","1.519","2.455","4.103"
"RPUSH","408163.25","1.212","0.032","1.191","1.615","2.759","4.375"
"LPOP","442477.88","1.118","0.032","1.143","1.615","2.399","4.583"
"RPOP","434782.59","1.143","0.032","1.159","1.591","2.439","3.783"
"SADD","411522.62","1.203","0.032","1.183","1.607","2.143","3.663"
"HSET","401606.44","1.230","0.032","1.183","1.959","3.031","5.319"
"SPOP","423728.81","1.172","0.024","1.159","1.703","3.967","7.727"
"LPUSH (needed to benchmark LRANGE)","425531.91","1.164","0.032","1.159","1.695","2.487","5.287"
"LRANGE_100 (first 100 elements)","181818.17","2.068","0.208","1.247","6.191","10.615","19.039"
"MSET (10 keys)","213675.22","2.330","0.120","1.895","5.543","7.871","15.351"
