"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","826446.31","0.424","0.032","0.327","0.951","1.943","11.031"
"PING_MBULK","884955.75","0.505","0.032","0.327","1.311","3.471","13.711"
"SET","636942.62","0.775","0.040","0.319","3.079","7.479","14.519"
"GET","806451.62","0.592","0.032","0.431","1.439","2.295","13.903"
"INCR","613496.94","0.803","0.040","0.343","3.167","7.999","13.095"
"LPUSH","380228.12","1.303","0.032","1.215","1.903","4.655","9.911"
"RPUSH","377358.50","1.318","0.040","1.255","1.887","2.951","7.591"
"LPOP","429184.56","1.149","0.032","1.167","1.519","2.327","4.231"
"RPOP","423728.81","1.167","0.032","1.167","1.775","2.495","3.791"
"SADD","408163.25","1.214","0.032","1.191","1.695","2.663","3.503"
"HSET","403225.81","1.224","0.040","1.191","1.639","2.359","4.191"
"SPOP","425531.91","1.165","0.024","1.183","1.623","3.167","6.527"
"LPUSH (needed to benchmark LRANGE)","393700.78","1.260","0.032","1.231","1.607","2.991","5.607"
"LRANGE_100 (first 100 elements)","166666.66","2.318","0.176","1.279","7.431","15.135","24.239"
"MSET (10 keys)","225733.64","2.204","0.120","1.751","5.431","7.799","12.247"
