"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","103305.79","0.251","0.048","0.263","0.311","0.367","1.823"
"PING_MBULK","115074.80","0.225","0.040","0.223","0.287","0.343","1.287"
"SET","99108.03","0.264","0.016","0.271","0.327","0.383","5.687"
"GET","97181.73","0.269","0.032","0.279","0.327","0.391","1.791"
"INCR","106496.27","0.245","0.024","0.231","0.319","0.367","4.295"
"LPUSH","106496.27","0.246","0.016","0.231","0.319","0.383","3.447"
"RPUSH","116144.02","0.225","0.024","0.223","0.263","0.343","2.311"
"LPOP","116009.28","0.225","0.016","0.223","0.255","0.343","3.927"
"RPOP","112866.82","0.231","0.024","0.231","0.287","0.351","4.407"
"SADD","108342.37","0.242","0.040","0.231","0.335","0.423","3.543"
"HSET","113378.68","0.231","0.024","0.231","0.295","0.375","2.055"
"SPOP","112739.57","0.232","0.016","0.231","0.287","0.375","2.439"
"LPUSH (needed to benchmark LRANGE)","112485.94","0.232","0.024","0.231","0.295","0.359","2.943"
"LRANGE_100 (first 100 elements)","77220.08","0.349","0.032","0.327","0.447","0.983","8.287"
"MSET (10 keys)","112107.62","0.247","0.016","0.231","0.335","0.647","5.655"
