"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","121654.50","0.213","0.032","0.215","0.247","0.327","0.879"
"PING_MBULK","116959.06","0.222","0.032","0.215","0.287","0.335","1.039"
"SET","116686.12","0.224","0.016","0.223","0.279","0.351","1.871"
"GET","117785.63","0.220","0.056","0.223","0.263","0.343","0.943"
"INCR","117924.53","0.221","0.016","0.223","0.255","0.335","2.431"
"LPUSH","116550.12","0.223","0.032","0.223","0.279","0.343","1.647"
"RPUSH","117508.81","0.222","0.024","0.223","0.263","0.343","2.503"
"LPOP","112994.35","0.230","0.032","0.223","0.303","0.367","1.447"
"RPOP","113378.68","0.231","0.024","0.223","0.287","0.399","3.359"
"SADD","115473.45","0.225","0.008","0.223","0.287","0.343","1.327"
"HSET","110375.27","0.238","0.016","0.231","0.311","0.415","2.639"
"SPOP","110132.16","0.239","0.016","0.223","0.303","0.407","4.759"
"LPUSH (needed to benchmark LRANGE)","114678.90","0.227","0.056","0.223","0.295","0.351","1.431"
"LRANGE_100 (first 100 elements)","75642.96","0.364","0.024","0.327","0.463","1.159","13.263"
"MSET (10 keys)","109051.26","0.255","0.016","0.239","0.351","0.655","8.063"
