"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","909090.94","0.287","0.032","0.279","0.391","0.423","1.351"
"PING_MBULK","1075268.75","0.243","0.072","0.247","0.287","0.311","0.479"
"SET","645161.31","0.748","0.184","0.639","1.183","1.783","14.463"
"GET","800000.00","0.359","0.024","0.335","0.511","1.535","3.455"
"INCR","714285.69","0.570","0.064","0.535","0.823","1.351","12.599"
"LPUSH","1742.65","286.828","152.960","281.599","378.879","401.407","856.063"
"RPUSH","3992.65","125.187","90.432","124.799","148.223","156.415","157.951"
"LPOP","4047.76","123.498","94.208","123.455","151.679","162.431","165.503"
"RPOP","6518.06","76.683","48.672","76.799","95.231","104.639","478.975"
"SADD","2020.65","246.957","0.392","274.431","475.903","483.071","492.799"
"HSET","787401.56","0.518","0.112","0.463","0.839","1.495","9.687"
"SPOP","2369.22","211.002","0.048","192.639","488.703","499.199","527.871"
"LPUSH (needed to benchmark LRANGE)","1738.10","287.563","154.752","292.095","375.295","417.023","853.503"
"LRANGE_100 (first 100 elements)","176991.16","1.517","0.144","1.351","2.247","4.167","9.215"
"MSET (10 keys)","215053.77","2.302","0.176","2.191","3.295","3.935","6.279"
