"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","91743.12","0.281","0.080","0.287","0.327","0.359","0.583"
"PING_MBULK","96525.09","0.267","0.072","0.271","0.335","0.375","0.583"
"SET","90909.09","0.286","0.040","0.287","0.351","0.391","1.183"
"GET","92081.03","0.281","0.040","0.287","0.335","0.359","1.639"
"INCR","89445.44","0.290","0.032","0.295","0.359","0.415","1.479"
"LPUSH","5540.78","9.000","0.128","8.935","18.975","22.239","30.431"
"RPUSH","6431.70","7.767","0.552","7.511","10.663","15.655","20.623"
"LPOP","6574.19","7.600","0.472","7.383","10.367","14.767","16.783"
"RPOP","18491.12","2.685","0.080","2.599","5.119","6.535","16.431"
"SADD","1994.02","25.058","0.120","27.327","47.999","51.551","71.935"
"HSET","101112.23","0.258","0.032","0.255","0.335","0.407","1.679"
"SPOP","2320.62","21.462","0.032","18.703","49.663","54.271","72.319"
"LPUSH (needed to benchmark LRANGE)","5491.49","9.087","0.096","9.007","19.359","22.703","30.639"
"LRANGE_100 (first 100 elements)","68965.52","0.374","0.024","0.351","0.479","0.535","4.815"
"MSET (10 keys)","102564.10","0.266","0.024","0.255","0.351","0.431","3.719"
