"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1086956.50","0.244","0.032","0.247","0.287","0.375","2.239"
"PING_MBULK","1086956.50","0.241","0.032","0.239","0.295","0.335","1.615"
"SET","746268.62","0.633","0.192","0.615","0.919","1.439","3.679"
"GET","769230.81","0.633","0.112","0.615","0.919","1.503","2.343"
"INCR","704225.31","0.675","0.056","0.647","0.935","1.671","4.583"
"LPUSH","1747.98","285.949","173.824","285.951","379.391","407.807","876.543"
"RPUSH","4073.65","122.689","92.224","121.023","145.663","153.727","169.471"
"LPOP","4046.45","123.535","94.848","122.239","152.063","165.759","175.743"
"RPOP","6569.01","76.096","49.376","75.455","103.231","121.599","135.167"
"SADD","2013.94","247.774","0.416","270.079","477.439","509.183","516.607"
"HSET","800000.00","0.588","0.136","0.567","0.887","1.527","2.951"
"SPOP","2359.44","211.858","0.088","197.631","487.679","507.647","515.071"
"LPUSH (needed to benchmark LRANGE)","1735.57","287.966","168.704","286.975","375.551","437.247","926.719"
"LRANGE_100 (first 100 elements)","198412.69","1.479","0.112","1.215","2.895","5.463","14.047"
"MSET (10 keys)","206611.58","2.398","0.592","2.311","3.255","3.743","4.575"
