"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1041666.69","0.302","0.072","0.239","0.551","0.663","1.671"
"PING_MBULK","1030927.81","0.292","0.072","0.239","0.487","0.599","0.823"
"SET","746268.62","0.565","0.128","0.599","0.911","0.983","1.239"
"GET","1075268.75","0.297","0.144","0.271","0.471","0.559","0.895"
"INCR","862069.00","0.487","0.144","0.511","0.759","0.831","1.055"
"LPUSH","833333.38","0.465","0.072","0.423","0.807","0.879","1.191"
"RPUSH","990099.00","0.338","0.080","0.247","0.671","0.775","0.975"
"LPOP","1041666.69","0.415","0.176","0.407","0.567","0.655","1.071"
"RPOP","1052631.62","0.354","0.088","0.343","0.519","0.575","0.711"
"SADD","787401.56","0.515","0.152","0.511","0.911","1.103","1.647"
"HSET","961538.44","0.445","0.208","0.415","0.671","0.847","1.407"
"SPOP","523560.22","0.870","0.168","0.775","1.743","2.183","3.047"
"LPUSH (needed to benchmark LRANGE)","917431.19","0.425","0.088","0.351","0.775","0.863","1.167"
"LRANGE_100 (first 100 elements)","200400.80","1.430","0.432","1.159","2.583","3.295","4.495"
"MSET (10 keys)","346020.75","1.331","0.408","1.319","1.999","2.479","3.431"
