"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","95969.28","0.358","0.008","0.255","0.871","2.311","10.991"
"PING_MBULK","95877.28","0.362","0.008","0.255","0.927","2.287","13.575"
"SET","98911.96","0.360","0.008","0.255","0.887","1.991","12.351"
"GET","96805.42","0.359","0.008","0.255","0.903","2.351","12.479"
"INCR","95147.48","0.382","0.008","0.255","0.975","2.551","12.855"
"LPUSH","95785.44","0.373","0.008","0.255","0.943","2.279","12.951"
"RPUSH","96711.80","0.361","0.008","0.255","0.887","2.247","17.727"
"LPOP","98522.17","0.361","0.008","0.255","0.919","1.863","16.847"
"RPOP","93370.68","0.367","0.016","0.263","0.895","2.551","9.983"
"SADD","95057.03","0.373","0.008","0.263","0.983","2.183","6.103"
"HSET","95419.85","0.378","0.016","0.255","1.023","2.383","10.615"
"SPOP","97276.27","0.356","0.016","0.255","0.879","1.863","8.503"
"LPUSH (needed to benchmark LRANGE)","96061.48","0.369","0.016","0.255","0.951","2.119","19.247"
"LRANGE_100 (first 100 elements)","66225.16","0.583","0.016","0.351","1.615","3.583","24.015"
"MSET (10 keys)","84602.37","0.517","0.016","0.311","1.567","3.311","16.127"
