"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","91491.30","0.369","0.008","0.271","0.935","2.055","13.175"
"PING_MBULK","91074.68","0.387","0.008","0.263","1.031","2.775","17.887"
"SET","92678.41","0.369","0.008","0.271","0.911","2.159","10.831"
"GET","99304.87","0.345","0.008","0.247","0.839","2.071","16.703"
"INCR","100908.17","0.340","0.008","0.247","0.839","1.895","16.247"
"LPUSH","101317.12","0.341","0.008","0.247","0.847","1.783","14.983"
"RPUSH","97465.88","0.351","0.008","0.255","0.871","1.775","15.207"
"LPOP","95693.78","0.355","0.008","0.255","0.847","1.919","10.071"
"RPOP","96153.85","0.372","0.008","0.255","0.983","2.471","12.303"
"SADD","99108.03","0.356","0.016","0.247","0.911","2.239","11.247"
"HSET","98231.83","0.360","0.008","0.255","0.951","2.007","11.831"
"SPOP","97181.73","0.376","0.016","0.247","0.943","2.575","22.767"
"LPUSH (needed to benchmark LRANGE)","97751.71","0.348","0.008","0.255","0.855","1.975","8.983"
"LRANGE_100 (first 100 elements)","65189.05","0.574","0.024","0.359","1.471","3.759","21.967"
"MSET (10 keys)","81566.07","0.534","0.016","0.327","1.599","3.231","23.727"
