"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","95328.88","0.359","0.008","0.247","0.879","2.167","29.183"
"PING_MBULK","98039.22","0.344","0.008","0.247","0.799","2.215","24.175"
"SET","98619.32","0.360","0.008","0.255","0.927","2.015","18.463"
"GET","96711.80","0.362","0.008","0.247","0.911","2.663","16.479"
"INCR","96525.09","0.360","0.008","0.263","0.919","2.015","10.167"
"LPUSH","95785.44","0.374","0.008","0.255","0.943","2.327","15.743"
"RPUSH","96061.48","0.370","0.016","0.255","0.935","2.287","12.231"
"LPOP","98328.42","0.357","0.008","0.247","0.927","2.095","16.703"
"RPOP","101214.58","0.337","0.008","0.247","0.847","1.631","12.743"
"SADD","97087.38","0.356","0.016","0.255","0.871","1.935","17.999"
"HSET","94966.77","0.358","0.016","0.263","0.839","2.071","11.167"
"SPOP","93984.96","0.351","0.008","0.271","0.823","1.799","10.623"
"LPUSH (needed to benchmark LRANGE)","99900.09","0.352","0.008","0.247","0.895","2.199","9.263"
"LRANGE_100 (first 100 elements)","65963.06","0.553","0.024","0.375","1.455","3.087","18.239"
"MSET (10 keys)","86355.79","0.498","0.016","0.295","1.503","3.183","13.839"
