"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","112485.94","0.233","0.016","0.231","0.287","0.367","3.431"
"PING_MBULK","105263.16","0.250","0.024","0.239","0.327","0.423","4.863"
"SET","110375.27","0.238","0.016","0.231","0.303","0.399","1.607"
"GET","110011.00","0.238","0.016","0.231","0.303","0.367","3.743"
"INCR","111856.82","0.233","0.016","0.231","0.287","0.359","2.263"
"LPUSH","111856.82","0.233","0.016","0.231","0.287","0.359","1.919"
"RPUSH","111731.84","0.234","0.024","0.231","0.287","0.359","1.919"
"LPOP","113507.38","0.230","0.016","0.231","0.279","0.351","3.663"
"RPOP","107758.62","0.252","0.016","0.231","0.335","0.751","6.423"
"SADD","109409.20","0.240","0.024","0.231","0.303","0.399","4.255"
"HSET","108813.92","0.240","0.024","0.239","0.303","0.375","2.199"
"SPOP","106496.27","0.246","0.016","0.239","0.319","0.399","2.231"
"LPUSH (needed to benchmark LRANGE)","111982.08","0.233","0.024","0.231","0.295","0.359","1.487"
"LRANGE_100 (first 100 elements)","75528.70","0.361","0.032","0.327","0.455","1.015","19.919"
"MSET (10 keys)","109409.20","0.252","0.016","0.239","0.343","0.615","4.671"
