"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","105708.25","0.246","0.024","0.239","0.311","0.375","4.063"
"PING_MBULK","112612.61","0.231","0.016","0.231","0.295","0.359","1.663"
"SET","111607.14","0.235","0.016","0.231","0.279","0.367","2.239"
"GET","112233.45","0.233","0.024","0.231","0.279","0.367","3.671"
"INCR","103626.95","0.253","0.024","0.239","0.327","0.391","2.911"
"LPUSH","111111.12","0.239","0.016","0.231","0.295","0.431","3.143"
"RPUSH","111856.82","0.236","0.024","0.231","0.287","0.375","3.767"
"LPOP","105152.48","0.249","0.016","0.239","0.319","0.383","3.327"
"RPOP","107411.38","0.243","0.024","0.231","0.335","0.407","3.887"
"SADD","106723.59","0.245","0.024","0.239","0.335","0.391","4.055"
"HSET","110011.00","0.239","0.016","0.231","0.303","0.383","3.271"
"SPOP","111358.58","0.236","0.016","0.231","0.287","0.399","2.999"
"LPUSH (needed to benchmark LRANGE)","105263.16","0.248","0.032","0.239","0.319","0.383","2.143"
"LRANGE_100 (first 100 elements)","74019.25","0.364","0.032","0.335","0.463","0.967","16.463"
"MSET (10 keys)","106157.12","0.262","0.016","0.239","0.351","0.719","7.631"
