"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","97465.88","0.346","0.008","0.255","0.863","1.855","9.719"
"PING_MBULK","95238.10","0.358","0.008","0.255","0.919","2.055","11.215"
"SET","100401.61","0.343","0.016","0.247","0.799","1.799","14.455"
"GET","97276.27","0.353","0.008","0.255","0.879","1.887","13.991"
"INCR","98231.83","0.356","0.008","0.255","0.887","2.103","10.359"
"LPUSH","96339.12","0.357","0.016","0.263","0.903","1.791","13.543"
"RPUSH","95419.85","0.370","0.008","0.255","0.959","2.279","13.655"
"LPOP","94876.66","0.363","0.008","0.255","0.919","2.223","12.007"
"RPOP","99206.34","0.350","0.008","0.247","0.887","1.911","11.431"
"SADD","98619.32","0.352","0.016","0.255","0.871","1.871","12.631"
"HSET","100502.52","0.348","0.016","0.247","0.855","1.799","12.463"
"SPOP","99900.09","0.347","0.016","0.247","0.887","1.951","13.015"
"LPUSH (needed to benchmark LRANGE)","97847.36","0.352","0.008","0.255","0.847","2.087","15.655"
"LRANGE_100 (first 100 elements)","66093.85","0.561","0.016","0.359","1.519","3.255","21.071"
"MSET (10 keys)","83194.67","0.526","0.016","0.311","1.631","3.479","25.647"
