"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","96525.09","0.350","0.008","0.255","0.815","2.063","19.583"
"PING_MBULK","100100.10","0.349","0.008","0.247","0.879","2.015","20.079"
"SET","93720.71","0.381","0.016","0.263","0.959","2.439","13.919"
"GET","91743.12","0.396","0.008","0.255","0.991","2.967","19.167"
"INCR","98911.96","0.355","0.016","0.247","0.855","2.231","12.983"
"LPUSH","96993.21","0.365","0.016","0.255","0.911","2.351","10.799"
"RPUSH","98522.17","0.356","0.008","0.255","0.895","2.039","15.023"
"LPOP","98039.22","0.356","0.008","0.247","0.895","2.359","14.855"
"RPOP","98814.23","0.346","0.008","0.255","0.839","1.735","10.575"
"SADD","92336.11","0.361","0.008","0.287","0.855","1.695","9.623"
"HSET","92592.59","0.368","0.016","0.279","0.887","1.807","12.255"
"SPOP","97656.24","0.355","0.008","0.247","0.887","2.287","15.495"
"LPUSH (needed to benchmark LRANGE)","97181.73","0.347","0.008","0.263","0.815","1.751","12.999"
"LRANGE_100 (first 100 elements)","65019.51","0.584","0.024","0.375","1.575","3.631","23.615"
"MSET (10 keys)","81300.81","0.537","0.016","0.319","1.631","3.447","16.879"
