test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,746268.620000,125150.620000,0.613000,0.146000,0.016000,0.008000,0.351000,0.040000,1.999000,0.552000,6.063000,6.432000,22.239000,12.752000
PING_MBULK,609756.060000,187590.190000,0.766000,0.213000,0.024000,0.008000,0.423000,0.128000,2.287000,1.152000,4.975000,1.672000,19.615000,12.072000
SET,354609.940000,55668.030000,1.395000,0.233000,0.032000,0.000000,0.903000,0.288000,4.311000,0.160000,7.607000,0.848000,16.911000,3.160000
GET,564971.750000,159447.250000,0.852000,0.272000,0.032000,0.000000,0.527000,0.064000,2.791000,1.768000,5.727000,2.272000,20.479000,5.520000
INCR,347222.250000,33742.630000,1.427000,0.163000,0.032000,0.000000,0.927000,0.168000,4.543000,0.648000,7.999000,1.168000,15.439000,10.192000
LPUSH,295858.000000,37993.910000,1.668000,0.245000,0.024000,0.000000,1.455000,0.168000,4.303000,0.768000,6.647000,1.424000,13.639000,9.416000
RPUSH,271002.720000,5812.900000,1.826000,0.095000,0.024000,0.008000,1.559000,0.088000,4.295000,0.632000,6.567000,0.312000,21.007000,11.880000
LPOP,296735.910000,877.910000,1.672000,0.004000,0.024000,0.000000,1.455000,0.184000,4.071000,0.688000,6.663000,1.144000,11.871000,5.232000
RPOP,299401.220000,47009.250000,1.653000,0.263000,0.024000,0.008000,1.495000,0.176000,3.783000,0.944000,5.831000,2.072000,10.543000,3.568000
SADD,277777.780000,7804.030000,1.779000,0.033000,0.032000,0.008000,1.527000,0.056000,4.359000,0.168000,7.191000,3.528000,16.223000,5.792000
HSET,271739.120000,18747.060000,1.819000,0.124000,0.032000,0.008000,1.567000,0.112000,4.223000,0.368000,6.623000,1.936000,12.983000,4.584000
SPOP,284900.280000,15310.310000,1.736000,0.093000,0.024000,0.008000,1.471000,0.112000,4.279000,0.360000,6.903000,0.856000,12.471000,5.520000
LPUSH (needed to benchmark LRANGE),292397.660000,23782.190000,1.688000,0.142000,0.024000,0.016000,1.455000,0.184000,4.103000,0.160000,7.031000,1.168000,18.047000,12.016000
LRANGE_100 (first 100 elements),130378.090000,14232.000000,3.615000,0.418000,0.112000,0.000000,2.175000,0.184000,11.839000,1.240000,20.431000,5.616000,37.183000,6.176000
MSET (10 keys),129870.130000,1523.940000,3.840000,0.046000,0.112000,0.008000,3.159000,0.128000,9.279000,0.312000,13.527000,0.464000,25.519000,7.296000
