test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,943396.250000,172101.500000,0.325000,0.049000,0.024000,0.016000,0.255000,0.056000,0.439000,0.208000,0.823000,0.440000,5.807000,10.304000
PING_MBULK,1030927.810000,179597.690000,0.313000,0.016000,0.032000,0.016000,0.255000,0.056000,0.639000,0.368000,1.191000,0.752000,6.759000,6.632000
SET,806451.620000,25606.560000,0.602000,0.023000,0.032000,0.000000,0.255000,0.040000,2.415000,0.304000,5.783000,2.280000,8.367000,3.912000
GET,892857.120000,94243.320000,0.506000,0.081000,0.032000,0.008000,0.335000,0.032000,1.239000,0.208000,4.375000,1.016000,10.655000,5.616000
INCR,806451.620000,48875.870000,0.608000,0.036000,0.032000,0.000000,0.255000,0.032000,2.655000,0.208000,5.367000,1.032000,9.783000,4.800000
LPUSH,520833.340000,44563.220000,0.944000,0.087000,0.032000,0.000000,1.103000,0.024000,1.351000,0.032000,2.199000,0.016000,3.879000,2.224000
RPUSH,471698.120000,60003.840000,1.047000,0.121000,0.032000,0.000000,1.135000,0.032000,1.399000,0.232000,2.151000,0.712000,4.079000,2.504000
LPOP,534759.310000,14074.160000,0.923000,0.028000,0.024000,0.000000,1.095000,0.000000,1.303000,0.048000,2.143000,0.024000,4.735000,2.416000
RPOP,534759.310000,16980.340000,0.922000,0.028000,0.024000,0.008000,1.095000,0.008000,1.367000,0.144000,2.039000,0.136000,3.343000,2.272000
SADD,502512.560000,17593.250000,0.982000,0.035000,0.032000,0.000000,1.111000,0.008000,1.375000,0.152000,1.863000,0.424000,3.247000,2.544000
HSET,497512.440000,21321.940000,0.992000,0.050000,0.032000,0.000000,1.111000,0.008000,1.407000,0.056000,2.135000,0.104000,3.303000,0.344000
SPOP,529100.560000,22170.470000,0.933000,0.038000,0.024000,0.000000,1.095000,0.008000,1.407000,0.184000,2.551000,0.088000,5.367000,3.432000
LPUSH (needed to benchmark LRANGE),520833.340000,62709.030000,0.947000,0.119000,0.032000,0.000000,1.103000,0.032000,1.335000,0.120000,1.999000,0.528000,3.231000,0.488000
LRANGE_100 (first 100 elements),180831.830000,1308.030000,1.978000,0.069000,0.168000,0.096000,1.239000,0.024000,5.895000,0.496000,11.127000,1.480000,17.999000,3.712000
MSET (10 keys),250000.000000,11911.500000,1.991000,0.095000,0.104000,0.008000,1.575000,0.112000,4.775000,0.216000,6.863000,0.144000,12.911000,4.216000
