"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","862069.00","0.330","0.024","0.295","0.407","0.927","8.831"
"PING_MBULK","862069.00","0.315","0.040","0.303","0.399","0.551","4.023"
"SET","806451.62","0.589","0.032","0.287","2.383","4.431","8.111"
"GET","952381.00","0.471","0.032","0.327","1.111","3.575","8.399"
"INCR","833333.38","0.587","0.032","0.255","2.255","5.519","7.679"
"LPUSH","549450.56","0.896","0.024","1.087","1.383","2.143","3.351"
"RPUSH","500000.00","0.990","0.032","1.111","1.407","2.167","4.135"
"LPOP","540540.56","0.913","0.024","1.087","1.407","2.207","4.815"
"RPOP","558659.19","0.885","0.024","1.087","1.287","2.007","3.295"
"SADD","520833.34","0.943","0.032","1.103","1.471","2.159","3.063"
"HSET","518134.72","0.956","0.032","1.103","1.335","2.071","2.991"
"SPOP","558659.19","0.887","0.024","1.079","1.295","2.591","5.103"
"LPUSH (needed to benchmark LRANGE)","540540.56","0.916","0.024","1.095","1.295","1.999","3.151"
"LRANGE_100 (first 100 elements)","191204.59","1.829","0.208","1.207","5.527","8.775","17.375"
"MSET (10 keys)","245700.25","2.022","0.104","1.599","4.927","6.831","15.927"
