"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","94966.77","0.347","0.016","0.263","0.823","1.751","12.415"
"PING_MBULK","95328.88","0.353","0.008","0.255","0.855","2.007","15.399"
"SET","93370.68","0.374","0.016","0.263","0.951","2.023","10.743"
"GET","95693.78","0.358","0.016","0.255","0.895","1.775","14.559"
"INCR","94876.66","0.356","0.016","0.271","0.871","1.599","9.727"
"LPUSH","95693.78","0.361","0.008","0.263","0.919","1.799","10.167"
"RPUSH","97560.98","0.348","0.016","0.255","0.847","1.679","8.607"
"LPOP","94517.96","0.369","0.008","0.263","0.935","2.087","8.111"
"RPOP","91659.03","0.369","0.008","0.287","0.903","1.591","13.863"
"SADD","92506.94","0.374","0.016","0.271","0.919","1.935","13.343"
"HSET","91074.68","0.375","0.016","0.287","0.951","1.879","11.023"
"SPOP","92678.41","0.362","0.016","0.263","0.935","2.007","9.087"
"LPUSH (needed to benchmark LRANGE)","95602.30","0.364","0.016","0.263","0.935","1.687","11.183"
"LRANGE_100 (first 100 elements)","64350.06","0.565","0.024","0.383","1.543","3.199","20.271"
"MSET (10 keys)","81632.65","0.500","0.016","0.327","1.471","2.879","16.263"
