"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","98716.68","0.335","0.016","0.255","0.807","1.503","12.455"
"PING_MBULK","95419.85","0.348","0.008","0.255","0.863","1.711","20.623"
"SET","100704.94","0.341","0.008","0.247","0.871","1.807","9.735"
"GET","99502.48","0.343","0.016","0.247","0.863","1.759","13.383"
"INCR","90009.01","0.398","0.008","0.263","1.087","2.711","21.391"
"LPUSH","91911.76","0.382","0.016","0.263","1.023","2.287","9.391"
"RPUSH","99700.90","0.349","0.016","0.255","0.887","1.719","20.335"
"LPOP","100300.91","0.336","0.016","0.247","0.831","1.687","10.607"
"RPOP","97087.38","0.341","0.016","0.263","0.823","1.599","7.255"
"SADD","98619.32","0.335","0.008","0.255","0.759","1.623","17.903"
"HSET","96153.85","0.370","0.008","0.255","0.975","1.879","13.615"
"SPOP","96899.23","0.352","0.008","0.255","0.879","1.839","9.911"
"LPUSH (needed to benchmark LRANGE)","98522.17","0.349","0.016","0.247","0.903","1.943","10.007"
"LRANGE_100 (first 100 elements)","66093.85","0.551","0.024","0.367","1.455","3.271","22.479"
"MSET (10 keys)","80710.25","0.531","0.016","0.319","1.591","3.263","21.231"
