"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","900900.88","0.290","0.056","0.287","0.383","0.439","0.799"
"PING_MBULK","840336.12","0.314","0.040","0.319","0.375","0.495","2.535"
"SET","709219.88","0.618","0.032","0.423","1.687","3.199","6.423"
"GET","793650.75","0.483","0.032","0.351","1.207","3.103","9.055"
"INCR","833333.38","0.492","0.040","0.415","1.167","2.063","8.135"
"LPUSH","2193.22","227.884","132.736","222.207","296.703","330.239","832.511"
"RPUSH","724637.69","0.621","0.168","0.559","1.255","1.959","5.671"
"LPOP","781249.94","0.587","0.040","0.551","0.967","1.615","3.967"
"RPOP","746268.62","0.608","0.040","0.551","1.191","1.751","4.879"
"SADD","740740.69","0.622","0.040","0.591","0.975","1.615","2.991"
"HSET","787401.56","0.579","0.088","0.551","0.943","1.559","4.607"
"SPOP","684931.50","0.695","0.040","0.623","1.287","2.551","8.735"
"LPUSH (needed to benchmark LRANGE)","2175.71","229.738","124.928","228.735","300.799","322.047","806.911"
"LRANGE_100 (first 100 elements)","203252.03","1.440","0.184","1.199","2.759","4.567","12.039"
"MSET (10 keys)","121951.22","4.086","0.088","3.919","7.743","9.503","13.719"
