"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","980392.19","0.266","0.088","0.263","0.351","0.383","1.719"
"PING_MBULK","990099.00","0.265","0.096","0.263","0.351","0.391","1.807"
"SET","781249.94","0.562","0.040","0.399","1.479","3.183","8.559"
"GET","854700.88","0.522","0.040","0.399","1.239","2.447","8.567"
"INCR","934579.44","0.448","0.040","0.359","1.031","1.719","5.439"
"LPUSH","2184.74","228.764","123.776","228.479","299.263","351.743","918.015"
"RPUSH","847457.62","0.502","0.040","0.447","0.743","2.015","4.887"
"LPOP","806451.62","0.542","0.048","0.535","0.879","1.383","6.975"
"RPOP","757575.75","0.558","0.040","0.519","1.071","1.559","4.431"
"SADD","740740.69","0.547","0.104","0.503","0.959","1.487","5.143"
"HSET","729927.06","0.582","0.104","0.543","0.975","1.575","2.935"
"SPOP","699300.69","0.578","0.072","0.495","1.175","2.343","5.471"
"LPUSH (needed to benchmark LRANGE)","2159.55","231.423","118.400","226.303","302.335","340.735","883.711"
"LRANGE_100 (first 100 elements)","190476.20","1.539","0.136","1.295","2.703","5.175","15.071"
"MSET (10 keys)","121212.12","4.114","0.080","3.943","7.895","9.471","14.327"
