"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","819672.12","0.325","0.040","0.319","0.415","0.663","1.519"
"PING_MBULK","961538.44","0.285","0.032","0.263","0.391","0.799","2.423"
"SET","666666.62","0.601","0.040","0.415","1.551","3.783","13.239"
"GET","800000.00","0.457","0.032","0.343","1.111","2.087","12.103"
"INCR","757575.75","0.532","0.040","0.399","1.343","2.639","8.575"
"LPUSH","2087.94","239.341","142.976","238.463","315.135","362.239","974.335"
"RPUSH","735294.06","0.640","0.152","0.591","1.023","1.855","4.631"
"LPOP","769230.81","0.602","0.048","0.575","0.927","1.639","2.615"
"RPOP","709219.88","0.641","0.040","0.591","1.175","1.679","6.487"
"SADD","606060.56","0.722","0.056","0.639","1.383","2.367","3.383"
"HSET","657894.75","0.634","0.104","0.559","1.183","1.767","5.199"
"SPOP","704225.31","0.671","0.056","0.607","1.119","2.103","6.199"
"LPUSH (needed to benchmark LRANGE)","2060.58","242.548","147.072","244.735","316.415","340.223","947.711"
"LRANGE_100 (first 100 elements)","175438.59","1.670","0.096","1.367","3.127","6.231","15.911"
"MSET (10 keys)","128369.71","3.877","0.080","3.183","10.031","12.471","17.055"
