"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","101936.80","0.253","0.048","0.239","0.343","0.399","0.775"
"PING_MBULK","108932.46","0.237","0.088","0.231","0.319","0.367","0.551"
"SET","103199.18","0.253","0.016","0.247","0.343","0.399","2.287"
"GET","98716.68","0.263","0.040","0.255","0.343","0.383","1.207"
"INCR","101832.99","0.256","0.016","0.247","0.335","0.367","3.639"
"LPUSH","6591.52","7.557","0.120","6.327","17.055","20.143","33.407"
"RPUSH","90171.33","0.289","0.032","0.295","0.359","0.383","2.415"
"LPOP","89285.71","0.290","0.032","0.303","0.351","0.439","1.711"
"RPOP","92936.80","0.279","0.056","0.279","0.351","0.375","1.311"
"SADD","90744.10","0.286","0.064","0.287","0.351","0.383","1.519"
"HSET","90826.52","0.287","0.024","0.295","0.351","0.383","4.103"
"SPOP","88573.96","0.297","0.040","0.295","0.359","0.439","3.767"
"LPUSH (needed to benchmark LRANGE)","6608.07","7.535","0.168","7.279","16.479","19.263","26.543"
"LRANGE_100 (first 100 elements)","64020.48","0.405","0.024","0.359","0.503","0.695","2.879"
"MSET (10 keys)","87565.68","0.336","0.016","0.311","0.711","1.151","4.255"
