test,rps,rps_iqr,avg_latency_ms,avg_latency_ms_iqr,min_latency_ms,min_latency_ms_iqr,p50_latency_ms,p50_latency_ms_iqr,p95_latency_ms,p95_latency_ms_iqr,p99_latency_ms,p99_latency_ms_iqr,max_latency_ms,max_latency_ms_iqr
PING_INLINE,999999.940000,0.000000,0.431000,0.000000,0.080000,0.000000,0.423000,0.000000,0.767000,0.000000,0.863000,0.000000,0.871000,0.000000
PING_MBULK,200000.000000,0.000000,1.630000,0.000000,0.056000,0.000000,0.807000,0.000000,3.903000,0.000000,4.023000,0.000000,4.047000,0.000000
SET,333333.340000,0.000000,1.020000,0.000000,0.072000,0.000000,0.927000,0.000000,1.943000,0.000000,2.095000,0.000000,2.183000,0.000000
GET,166666.670000,0.000000,2.072000,0.000000,0.064000,0.000000,0.551000,0.000000,5.311000,0.000000,5.551000,0.000000,5.607000,0.000000
INCR,142857.140000,0.000000,1.741000,0.000000,0.112000,0.000000,1.647000,0.000000,3.383000,0.000000,6.223000,0.000000,6.383000,0.000000
LPUSH,333333.340000,0.000000,1.195000,0.000000,0.056000,0.000000,1.239000,0.000000,2.239000,0.000000,2.519000,0.000000,2.583000,0.000000
RPUSH,249999.980000,0.000000,1.371000,0.000000,0.040000,0.000000,1.063000,0.000000,3.215000,0.000000,3.335000,0.000000,3.479000,0.000000
LPOP,249999.980000,0.000000,1.169000,0.000000,0.072000,0.000000,1.119000,0.000000,2.279000,0.000000,2.415000,0.000000,2.527000,0.000000
RPOP,249999.980000,0.000000,1.710000,0.000000,0.040000,0.000000,1.599000,0.000000,3.351000,0.000000,3.447000,0.000000,3.535000,0.000000
SADD,76923.080000,0.000000,2.882000,0.000000,0.056000,0.000000,3.111000,0.000000,4.143000,0.000000,4.575000,0.000000,8.951000,0.000000
HSET,166666.670000,0.000000,2.018000,0.000000,0.040000,0.000000,2.015000,0.000000,3.775000,0.000000,3.887000,0.000000,3.967000,0.000000
SPOP,249999.980000,0.000000,1.619000,0.000000,0.056000,0.000000,1.815000,0.000000,2.535000,0.000000,2.679000,0.000000,2.775000,0.000000
LPUSH (needed to benchmark LRANGE),166666.670000,0.000000,2.308000,0.000000,0.048000,0.000000,1.423000,0.000000,5.575000,0.000000,5.735000,0.000000,5.783000,0.000000
LRANGE_100 (first 100 elements),142857.140000,0.000000,2.127000,0.000000,0.432000,0.000000,1.551000,0.000000,6.143000,0.000000,6.615000,0.000000,6.839000,0.000000
MSET (10 keys),90909.090000,0.000000,5.039000,0.000000,0.384000,0.000000,5.007000,0.000000,10.039000,0.000000,10.775000,0.000000,10.783000,0.000000
