"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","999999.94","0.313","0.080","0.287","0.519","0.543","0.551"
"PING_MBULK","499999.97","0.352","0.120","0.327","0.559","0.639","0.655"
"SET","499999.97","0.486","0.072","0.423","0.903","0.999","1.015"
"GET","999999.94","0.316","0.064","0.311","0.527","0.543","0.583"
"INCR","499999.97","0.484","0.152","0.407","0.999","1.175","1.295"
"LPUSH","333333.34","1.029","0.048","1.143","1.415","1.487","1.503"
"RPUSH","499999.97","0.882","0.032","1.127","1.367","1.471","2.063"
"LPOP","333333.34","1.001","0.040","1.311","1.647","1.751","2.687"
"RPOP","499999.97","0.825","0.032","1.135","1.535","1.567","1.607"
"SADD","333333.34","1.089","0.040","1.383","1.975","2.055","2.071"
"HSET","499999.97","0.814","0.040","1.079","1.359","1.399","1.455"
"SPOP","333333.34","0.852","0.040","1.111","1.423","1.479","1.559"
"LPUSH (needed to benchmark LRANGE)","499999.97","0.752","0.040","1.039","1.231","1.287","1.295"
"LRANGE_100 (first 100 elements)","200000.00","1.410","0.472","1.359","2.567","2.927","3.047"
"MSET (10 keys)","200000.00","1.742","0.456","1.679","2.919","3.623","3.623"
