"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","84961.77","0.305","0.056","0.303","0.383","0.439","1.231"
"PING_MBULK","84602.37","0.307","0.040","0.303","0.383","0.439","1.951"
"SET","79113.92","0.332","0.040","0.319","0.431","0.543","5.007"
"GET","83542.19","0.312","0.064","0.311","0.383","0.447","3.223"
"INCR","82101.80","0.318","0.040","0.311","0.415","0.495","3.615"
"LPUSH","82850.04","0.314","0.032","0.311","0.399","0.463","2.663"
"RPUSH","83402.84","0.313","0.048","0.311","0.399","0.471","2.631"
"LPOP","83822.30","0.311","0.048","0.303","0.391","0.455","2.191"
"RPOP","84530.86","0.308","0.048","0.303","0.391","0.447","2.335"
"SADD","84674.01","0.309","0.048","0.303","0.391","0.471","2.255"
"HSET","81499.59","0.320","0.056","0.319","0.407","0.487","2.103"
"SPOP","83542.19","0.313","0.032","0.311","0.391","0.463","1.615"
"LPUSH (needed to benchmark LRANGE)","81632.65","0.320","0.040","0.319","0.399","0.511","2.879"
"LRANGE_100 (first 100 elements)","60386.47","0.432","0.088","0.407","0.575","0.695","3.855"
"MSET (10 keys)","80192.46","0.336","0.032","0.319","0.423","0.591","4.455"
