"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","86132.64","0.302","0.064","0.295","0.391","0.455","1.871"
"PING_MBULK","86132.64","0.301","0.040","0.303","0.367","0.423","1.231"
"SET","84104.29","0.310","0.048","0.311","0.391","0.463","1.175"
"GET","83263.95","0.313","0.056","0.311","0.399","0.471","3.751"
"INCR","81699.35","0.319","0.080","0.319","0.407","0.479","2.263"
"LPUSH","82850.04","0.313","0.080","0.311","0.391","0.455","2.455"
"RPUSH","83682.01","0.312","0.048","0.311","0.391","0.455","1.999"
"LPOP","83402.84","0.312","0.064","0.303","0.399","0.471","2.111"
"RPOP","81833.06","0.322","0.032","0.311","0.431","0.599","4.167"
"SADD","84602.37","0.308","0.072","0.303","0.391","0.455","2.295"
"HSET","84674.01","0.308","0.064","0.303","0.399","0.479","3.031"
"SPOP","83472.46","0.313","0.024","0.311","0.391","0.455","2.431"
"LPUSH (needed to benchmark LRANGE)","83892.62","0.311","0.072","0.303","0.383","0.447","2.583"
"LRANGE_100 (first 100 elements)","62932.66","0.414","0.056","0.399","0.503","0.623","4.199"
"MSET (10 keys)","80710.25","0.332","0.024","0.319","0.423","0.543","6.903"
