"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","98135.42","0.267","0.024","0.263","0.351","0.455","2.479"
"PING_MBULK","94966.77","0.278","0.024","0.279","0.351","0.455","7.647"
"SET","91659.03","0.287","0.024","0.287","0.359","0.463","3.319"
"GET","93896.71","0.280","0.008","0.279","0.383","0.487","3.271"
"INCR","97276.27","0.282","0.016","0.255","0.391","0.823","6.167"
"LPUSH","92592.59","0.305","0.016","0.271","0.447","1.055","9.655"
"RPUSH","107526.88","0.248","0.016","0.231","0.327","0.535","4.423"
"LPOP","109890.11","0.242","0.016","0.231","0.319","0.503","3.671"
"RPOP","104493.20","0.255","0.016","0.239","0.343","0.559","4.303"
"SADD","108108.11","0.246","0.016","0.239","0.319","0.503","3.071"
"HSET","108813.92","0.243","0.016","0.231","0.319","0.431","4.159"
"SPOP","109051.26","0.243","0.016","0.231","0.311","0.503","2.239"
"LPUSH (needed to benchmark LRANGE)","101522.84","0.260","0.016","0.247","0.335","0.431","6.839"
"LRANGE_100 (first 100 elements)","71428.57","0.403","0.032","0.359","0.655","1.463","14.343"
"MSET (10 keys)","104384.13","0.307","0.016","0.239","0.711","1.647","13.607"
