"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1052631.62","0.296","0.024","0.247","0.639","1.071","11.807"
"PING_MBULK","980392.19","0.386","0.024","0.255","1.015","2.015","14.167"
"SET","671140.94","0.733","0.032","0.423","2.551","4.111","9.071"
"GET","775193.81","0.588","0.032","0.415","1.567","2.383","19.375"
"INCR","609756.06","0.806","0.032","0.503","2.719","4.935","10.367"
"LPUSH","512820.53","0.965","0.024","1.071","1.695","3.255","5.727"
"RPUSH","483091.78","1.019","0.024","1.087","1.967","2.591","4.703"
"LPOP","512820.53","0.960","0.024","1.071","1.647","2.831","6.807"
"RPOP","483091.78","1.025","0.024","1.071","2.303","4.119","9.519"
"SADD","465116.28","1.064","0.024","1.111","1.879","2.783","5.127"
"HSET","440528.62","1.116","0.032","1.119","1.967","2.879","6.783"
"SPOP","495049.50","0.995","0.016","1.087","2.023","3.151","4.511"
"LPUSH (needed to benchmark LRANGE)","526315.81","0.939","0.024","1.071","1.815","2.327","5.103"
"LRANGE_100 (first 100 elements)","158730.16","2.666","0.112","1.335","8.719","17.823","34.783"
"MSET (10 keys)","183150.19","2.715","0.104","2.191","6.575","9.447","18.559"
