"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","88888.89","0.312","0.056","0.255","0.439","2.351","5.375"
"PING_MBULK","89686.09","0.315","0.024","0.263","0.447","1.687","9.511"
"SET","92592.59","0.299","0.024","0.263","0.391","1.543","4.159"
"GET","93896.71","0.303","0.016","0.255","0.415","2.823","4.999"
"INCR","86580.09","0.320","0.056","0.263","0.463","1.855","4.943"
"LPUSH","95238.10","0.288","0.024","0.255","0.415","0.919","5.303"
"RPUSH","87719.30","0.318","0.032","0.271","0.479","1.303","4.479"
"LPOP","88888.89","0.308","0.040","0.271","0.447","1.159","4.087"
"RPOP","85106.38","0.326","0.024","0.271","0.447","1.719","4.639"
"SADD","89686.09","0.314","0.024","0.271","0.399","2.727","5.487"
"HSET","88105.73","0.329","0.016","0.263","0.463","3.359","5.967"
"SPOP","94339.62","0.293","0.016","0.255","0.399","1.079","5.191"
"LPUSH (needed to benchmark LRANGE)","96618.36","0.282","0.024","0.247","0.375","0.903","4.479"
"LRANGE_100 (first 100 elements)","62695.92","0.479","0.040","0.359","1.031","2.855","14.599"
"MSET (10 keys)","85470.09","0.374","0.024","0.271","0.791","3.023","14.799"
