"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","91324.20","0.306","0.016","0.263","0.407","1.327","4.303"
"PING_MBULK","93023.26","0.303","0.016","0.255","0.423","1.607","4.679"
"SET","88888.89","0.315","0.032","0.255","0.431","2.135","5.511"
"GET","90090.09","0.310","0.048","0.255","0.423","2.903","4.399"
"INCR","85470.09","0.334","0.032","0.279","0.527","1.455","6.391"
"LPUSH","81967.21","0.329","0.048","0.303","0.447","0.959","4.303"
"RPUSH","81967.21","0.354","0.024","0.303","0.559","1.287","9.959"
"LPOP","77821.02","0.363","0.032","0.311","0.527","1.527","5.079"
"RPOP","89686.09","0.316","0.024","0.263","0.423","1.487","5.383"
"SADD","89285.71","0.318","0.032","0.263","0.447","2.351","4.463"
"HSET","81632.65","0.360","0.016","0.295","0.487","3.343","10.935"
"SPOP","88105.73","0.312","0.024","0.271","0.431","1.111","4.951"
"LPUSH (needed to benchmark LRANGE)","94786.73","0.294","0.032","0.255","0.447","0.943","4.751"
"LRANGE_100 (first 100 elements)","62500.00","0.476","0.032","0.359","0.927","3.511","6.807"
"MSET (10 keys)","91324.20","0.333","0.024","0.263","0.575","2.079","4.343"
