"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","884955.75","0.413","0.032","0.311","1.047","1.807","8.191"
"PING_MBULK","833333.38","0.526","0.032","0.343","1.391","3.591","21.551"
"SET","675675.69","0.725","0.040","0.343","2.791","5.815","9.255"
"GET","826446.31","0.576","0.040","0.439","1.431","2.151","9.311"
"INCR","645161.31","0.764","0.040","0.335","2.911","7.223","13.351"
"LPUSH","442477.88","1.117","0.032","1.135","1.519","2.479","6.735"
"RPUSH","404858.31","1.224","0.032","1.191","1.695","2.527","4.255"
"LPOP","450450.44","1.097","0.032","1.143","1.439","2.199","3.359"
"RPOP","450450.44","1.101","0.032","1.143","1.455","2.167","5.879"
"SADD","432900.41","1.141","0.032","1.151","1.559","2.479","4.999"
"HSET","425531.91","1.161","0.032","1.143","2.015","2.751","4.239"
"SPOP","432900.41","1.146","0.024","1.143","1.639","4.303","8.015"
"LPUSH (needed to benchmark LRANGE)","446428.56","1.107","0.032","1.135","1.607","2.543","4.439"
"LRANGE_100 (first 100 elements)","182149.36","2.005","0.184","1.255","5.927","10.591","15.951"
"MSET (10 keys)","227272.73","2.190","0.120","1.767","5.295","7.151","14.807"
