"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","813008.12","0.479","0.032","0.327","1.207","2.991","9.479"
"PING_MBULK","869565.19","0.450","0.032","0.319","1.031","3.623","8.831"
"SET","662251.69","0.742","0.040","0.335","2.983","6.599","11.911"
"GET","819672.12","0.583","0.040","0.439","1.519","2.311","7.423"
"INCR","653594.81","0.752","0.040","0.319","3.079","6.871","11.159"
"LPUSH","448430.47","1.102","0.032","1.143","1.471","2.127","3.135"
"RPUSH","420168.06","1.179","0.032","1.167","1.935","2.919","5.143"
"LPOP","444444.47","1.113","0.032","1.135","1.415","2.415","7.855"
"RPOP","411522.62","1.203","0.032","1.159","2.047","2.999","7.455"
"SADD","395256.94","1.248","0.032","1.199","2.023","3.183","6.559"
"HSET","393700.78","1.258","0.040","1.191","1.727","2.935","5.767"
"SPOP","429184.56","1.153","0.024","1.159","1.855","2.647","4.583"
"LPUSH (needed to benchmark LRANGE)","452488.69","1.093","0.032","1.135","1.559","2.279","3.151"
"LRANGE_100 (first 100 elements)","180180.17","2.057","0.192","1.255","6.247","10.847","18.431"
"MSET (10 keys)","240963.86","2.068","0.104","1.647","5.007","7.023","12.079"
