"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1176470.62","0.223","0.040","0.223","0.287","0.383","1.087"
"PING_MBULK","1162790.62","0.223","0.072","0.223","0.271","0.343","1.231"
"SET","961538.44","0.475","0.040","0.415","1.031","1.623","3.575"
"GET","892857.12","0.445","0.032","0.319","1.119","2.719","7.647"
"INCR","833333.38","0.550","0.032","0.415","1.407","2.807","7.151"
"LPUSH","854700.88","0.496","0.048","0.447","0.871","1.439","4.087"
"RPUSH","854700.88","0.544","0.072","0.519","0.847","1.367","3.383"
"LPOP","909090.94","0.523","0.080","0.495","0.847","1.471","2.487"
"RPOP","925925.88","0.512","0.104","0.487","0.847","1.351","3.639"
"SADD","757575.75","0.561","0.032","0.463","1.183","1.991","9.319"
"HSET","869565.19","0.552","0.136","0.527","0.807","1.463","2.591"
"SPOP","769230.81","0.551","0.056","0.431","1.103","2.487","8.735"
"LPUSH (needed to benchmark LRANGE)","840336.12","0.567","0.048","0.527","0.879","1.983","5.287"
"LRANGE_100 (first 100 elements)","222717.16","1.335","0.144","1.159","2.439","4.607","10.215"
"MSET (10 keys)","143266.47","3.476","0.080","2.567","9.359","11.799","18.255"
