"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","123609.39","0.209","0.048","0.199","0.279","0.327","0.871"
"PING_MBULK","131926.12","0.195","0.072","0.199","0.231","0.279","0.431"
"SET","127064.80","0.205","0.016","0.199","0.271","0.319","1.383"
"GET","127388.53","0.204","0.032","0.207","0.239","0.295","1.711"
"INCR","121802.68","0.214","0.024","0.207","0.295","0.327","1.215"
"LPUSH","113895.21","0.235","0.016","0.215","0.327","0.527","8.271"
"RPUSH","124533.01","0.209","0.032","0.207","0.255","0.311","1.855"
"LPOP","120481.93","0.215","0.056","0.207","0.279","0.311","0.719"
"RPOP","125470.52","0.207","0.024","0.207","0.239","0.303","0.847"
"SADD","123609.39","0.210","0.048","0.207","0.271","0.319","0.751"
"HSET","123001.23","0.211","0.024","0.207","0.271","0.335","0.951"
"SPOP","121802.68","0.214","0.048","0.207","0.279","0.327","0.967"
"LPUSH (needed to benchmark LRANGE)","124843.95","0.208","0.016","0.207","0.247","0.311","5.079"
"LRANGE_100 (first 100 elements)","81168.83","0.321","0.032","0.303","0.407","0.559","4.407"
"MSET (10 keys)","117370.89","0.246","0.016","0.215","0.423","0.951","4.503"
