"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1176470.62","0.221","0.040","0.223","0.287","0.383","1.303"
"PING_MBULK","1234567.88","0.212","0.040","0.215","0.263","0.311","1.343"
"SET","1030927.81","0.440","0.032","0.383","0.951","1.543","5.191"
"GET","1063829.88","0.375","0.024","0.279","0.815","1.335","9.919"
"INCR","934579.44","0.463","0.040","0.367","1.143","1.791","4.263"
"LPUSH","917431.19","0.522","0.048","0.503","0.815","1.415","2.615"
"RPUSH","961538.44","0.501","0.040","0.479","0.767","1.271","5.487"
"LPOP","970873.81","0.488","0.056","0.463","0.759","1.351","3.687"
"RPOP","990099.00","0.484","0.040","0.463","0.767","1.191","4.599"
"SADD","862069.00","0.559","0.032","0.511","1.071","1.535","3.279"
"HSET","900900.88","0.538","0.032","0.503","0.847","1.487","6.039"
"SPOP","909090.94","0.526","0.056","0.487","0.703","1.399","8.607"
"LPUSH (needed to benchmark LRANGE)","970873.81","0.497","0.048","0.479","0.743","1.223","6.423"
"LRANGE_100 (first 100 elements)","234192.05","1.293","0.104","1.111","2.583","4.487","11.527"
"MSET (10 keys)","138121.55","3.611","0.080","2.679","9.727","12.223","17.199"
