"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","124533.01","0.207","0.056","0.199","0.271","0.295","0.791"
"PING_MBULK","126582.27","0.203","0.072","0.199","0.271","0.295","0.519"
"SET","120918.98","0.214","0.072","0.199","0.279","0.327","0.815"
"GET","114155.25","0.226","0.056","0.207","0.279","0.335","0.567"
"INCR","120772.95","0.214","0.056","0.199","0.279","0.319","1.615"
"LPUSH","124688.28","0.207","0.048","0.199","0.271","0.303","0.511"
"RPUSH","127551.02","0.203","0.064","0.199","0.271","0.311","2.735"
"LPOP","116550.12","0.223","0.064","0.207","0.295","0.343","2.367"
"RPOP","112485.94","0.230","0.056","0.223","0.287","0.335","0.607"
"SADD","121359.23","0.213","0.056","0.207","0.279","0.327","0.567"
"HSET","122249.38","0.212","0.048","0.207","0.287","0.327","0.543"
"SPOP","122699.39","0.212","0.064","0.199","0.279","0.335","1.735"
"LPUSH (needed to benchmark LRANGE)","118623.96","0.218","0.056","0.207","0.287","0.327","0.567"
"LRANGE_100 (first 100 elements)","81037.28","0.318","0.128","0.303","0.423","0.567","3.583"
"MSET (10 keys)","122399.02","0.222","0.056","0.207","0.303","0.367","0.919"
