"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","88652.48","0.326","0.016","0.271","0.519","1.631","6.103"
"PING_MBULK","87183.96","0.328","0.016","0.279","0.511","1.463","6.583"
"SET","89206.06","0.326","0.024","0.279","0.503","1.791","5.303"
"GET","89928.05","0.317","0.024","0.279","0.487","1.367","5.223"
"INCR","89847.26","0.321","0.016","0.271","0.495","1.487","6.767"
"LPUSH","86880.97","0.340","0.016","0.287","0.591","1.647","5.735"
"RPUSH","85543.20","0.333","0.016","0.287","0.479","1.623","6.871"
"LPOP","87336.24","0.329","0.016","0.279","0.495","1.543","9.487"
"RPOP","87489.06","0.330","0.016","0.279","0.503","1.703","5.927"
"SADD","85106.38","0.339","0.016","0.295","0.559","1.423","3.847"
"HSET","87489.06","0.333","0.016","0.287","0.543","1.511","4.351"
"SPOP","87183.96","0.332","0.016","0.279","0.511","1.999","3.911"
"LPUSH (needed to benchmark LRANGE)","88888.89","0.320","0.016","0.279","0.503","1.231","5.647"
"LRANGE_100 (first 100 elements)","58927.52","0.545","0.024","0.407","1.271","3.127","17.919"
"MSET (10 keys)","79051.38","0.487","0.024","0.335","1.343","2.983","9.719"
