"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","675675.69","0.654","0.032","0.407","1.655","5.047","14.575"
"PING_MBULK","671140.94","0.722","0.032","0.447","2.079","6.327","16.655"
"SET","398406.41","1.244","0.040","0.623","4.527","8.991","19.679"
"GET","564971.75","0.871","0.040","0.543","2.583","4.991","19.263"
"INCR","389105.06","1.277","0.040","0.671","4.487","8.447","15.215"
"LPUSH","352112.66","1.404","0.040","1.271","2.823","5.303","7.103"
"RPUSH","294985.25","1.684","0.040","1.543","3.015","4.583","7.263"
"LPOP","362318.84","1.366","0.040","1.247","2.631","4.207","7.063"
"RPOP","346020.75","1.429","0.032","1.279","2.839","5.151","6.831"
"SADD","310559.00","1.590","0.040","1.407","3.279","6.095","8.575"
"HSET","314465.41","1.574","0.040","1.455","2.647","4.615","7.095"
"SPOP","346020.75","1.431","0.032","1.327","2.815","4.239","7.639"
"LPUSH (needed to benchmark LRANGE)","363636.34","1.364","0.040","1.263","2.479","4.975","8.935"
"LRANGE_100 (first 100 elements)","141843.97","3.205","0.120","1.839","10.807","19.935","28.719"
"MSET (10 keys)","152905.20","3.250","0.128","2.711","7.663","10.855","21.215"
