"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","877193.00","0.314","0.048","0.279","0.431","0.895","3.991"
"PING_MBULK","840336.12","0.347","0.024","0.279","0.591","1.839","3.719"
"SET","763358.81","0.585","0.032","0.327","2.071","3.743","7.415"
"GET","862069.00","0.453","0.024","0.279","1.119","4.503","5.551"
"INCR","840336.12","0.448","0.032","0.327","1.199","2.591","8.015"
"LPUSH","709219.88","0.661","0.024","0.959","1.319","2.047","3.855"
"RPUSH","621118.00","0.787","0.024","1.007","1.359","2.047","3.111"
"LPOP","704225.31","0.692","0.024","0.999","1.279","3.511","4.695"
"RPOP","666666.62","0.726","0.024","1.007","1.407","3.663","8.975"
"SADD","621118.00","0.786","0.024","1.031","1.319","2.271","5.503"
"HSET","578034.69","0.853","0.024","1.047","1.431","2.103","4.335"
"SPOP","613496.94","0.720","0.024","0.847","1.399","3.631","7.623"
"LPUSH (needed to benchmark LRANGE)","714285.69","0.684","0.024","1.015","1.175","1.927","2.927"
"LRANGE_100 (first 100 elements)","183150.19","1.691","0.088","1.287","4.439","8.207","16.671"
"MSET (10 keys)","221238.94","2.227","0.112","1.807","5.335","7.327","13.143"
