"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","101832.99","0.260","0.032","0.239","0.327","0.455","3.711"
"PING_MBULK","101214.58","0.261","0.024","0.239","0.343","0.471","3.479"
"SET","98135.42","0.275","0.024","0.247","0.367","0.847","3.583"
"GET","100502.52","0.266","0.024","0.239","0.351","0.695","3.335"
"INCR","103626.95","0.255","0.048","0.239","0.335","0.455","3.183"
"LPUSH","103519.66","0.256","0.040","0.239","0.335","0.439","3.687"
"RPUSH","99800.40","0.267","0.024","0.247","0.351","0.543","7.343"
"LPOP","96805.42","0.273","0.032","0.255","0.359","0.479","3.527"
"RPOP","98522.17","0.270","0.016","0.247","0.351","0.535","3.439"
"SADD","96525.09","0.278","0.032","0.255","0.375","0.855","3.607"
"HSET","93457.94","0.295","0.024","0.255","0.415","1.479","7.655"
"SPOP","98231.83","0.271","0.016","0.247","0.359","0.559","3.311"
"LPUSH (needed to benchmark LRANGE)","102145.05","0.260","0.024","0.239","0.335","0.463","3.759"
"LRANGE_100 (first 100 elements)","70621.47","0.377","0.024","0.343","0.487","1.127","6.519"
"MSET (10 keys)","95238.10","0.296","0.024","0.255","0.399","1.223","6.079"
