"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","102986.61","0.258","0.024","0.239","0.351","0.567","3.751"
"PING_MBULK","101832.99","0.262","0.016","0.239","0.343","0.503","3.695"
"SET","97465.88","0.276","0.016","0.255","0.383","0.783","4.039"
"GET","98039.22","0.275","0.024","0.255","0.367","0.727","3.471"
"INCR","91575.09","0.306","0.016","0.263","0.415","1.927","6.207"
"LPUSH","102040.81","0.262","0.016","0.247","0.335","0.495","3.799"
"RPUSH","98716.68","0.273","0.016","0.255","0.359","0.639","5.295"
"LPOP","97370.98","0.281","0.016","0.247","0.383","0.871","3.887"
"RPOP","89928.05","0.314","0.024","0.263","0.423","2.415","3.903"
"SADD","94250.71","0.289","0.016","0.263","0.391","1.039","3.615"
"HSET","103092.78","0.260","0.016","0.239","0.351","0.631","5.063"
"SPOP","97087.38","0.284","0.016","0.255","0.383","1.103","6.239"
"LPUSH (needed to benchmark LRANGE)","98039.22","0.274","0.024","0.255","0.359","0.719","3.359"
"LRANGE_100 (first 100 elements)","66666.66","0.439","0.024","0.351","0.791","2.511","14.703"
"MSET (10 keys)","98911.96","0.294","0.024","0.255","0.439","1.135","5.735"
