"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","952381.00","0.280","0.040","0.263","0.375","0.695","4.119"
"PING_MBULK","925925.88","0.296","0.032","0.263","0.391","1.543","2.903"
"SET","854700.88","0.472","0.032","0.311","1.455","2.887","7.687"
"GET","854700.88","0.436","0.024","0.303","1.055","2.399","10.231"
"INCR","847457.62","0.516","0.032","0.311","1.719","3.423","6.023"
"LPUSH","689655.19","0.690","0.024","0.975","1.407","3.647","6.335"
"RPUSH","568181.81","0.849","0.024","1.007","1.847","3.871","5.311"
"LPOP","591716.00","0.816","0.024","1.039","1.695","3.391","5.399"
"RPOP","704225.31","0.678","0.024","0.983","1.431","2.447","4.663"
"SADD","621118.00","0.784","0.024","1.039","1.367","2.455","4.327"
"HSET","564971.75","0.869","0.024","1.039","1.615","3.271","5.599"
"SPOP","632911.38","0.697","0.024","0.831","1.247","2.711","4.991"
"LPUSH (needed to benchmark LRANGE)","689655.19","0.704","0.024","1.007","1.407","2.911","4.855"
"LRANGE_100 (first 100 elements)","169204.73","1.885","0.104","1.367","5.223","9.359","19.855"
"MSET (10 keys)","221729.48","2.222","0.120","1.855","5.159","7.015","14.879"
