"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","826446.31","0.410","0.024","0.271","1.223","3.271","8.199"
"PING_MBULK","840336.12","0.412","0.024","0.295","1.247","2.023","5.503"
"SET","671140.94","0.681","0.024","0.351","2.711","4.999","9.191"
"GET","769230.81","0.463","0.032","0.335","1.311","2.591","7.543"
"INCR","628930.81","0.761","0.032","0.343","3.071","5.591","14.551"
"LPUSH","458715.59","1.071","0.024","1.071","2.335","4.359","5.663"
"RPUSH","431034.50","1.138","0.024","1.087","2.271","4.447","5.327"
"LPOP","487804.88","1.009","0.024","1.055","2.191","4.135","5.943"
"RPOP","505050.50","0.972","0.024","1.055","2.079","3.839","5.727"
"SADD","431034.50","1.130","0.024","1.079","2.823","4.391","5.903"
"HSET","413223.16","1.185","0.024","1.103","2.407","4.519","6.055"
"SPOP","448430.47","1.076","0.016","1.063","3.095","4.591","14.047"
"LPUSH (needed to benchmark LRANGE)","444444.47","1.101","0.024","1.087","2.671","4.775","6.471"
"LRANGE_100 (first 100 elements)","152671.77","2.531","0.144","1.495","8.247","12.255","22.735"
"MSET (10 keys)","193798.45","2.540","0.128","2.087","5.951","8.887","15.439"
