"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","684931.50","0.654","0.024","0.311","2.551","4.911","15.847"
"PING_MBULK","578034.69","0.735","0.024","0.343","3.207","5.391","11.503"
"SET","274725.28","1.797","0.032","0.967","6.063","10.975","19.407"
"GET","471698.12","1.033","0.032","0.463","3.999","9.479","26.303"
"INCR","264550.28","1.870","0.032","0.919","6.783","12.439","18.751"
"LPUSH","220750.55","2.236","0.024","1.855","5.247","9.367","17.759"
"RPUSH","207468.88","2.382","0.032","1.975","5.719","8.631","13.031"
"LPOP","227272.73","2.172","0.024","1.823","5.327","7.887","17.455"
"RPOP","221729.48","2.221","0.024","1.911","5.255","7.671","12.447"
"SADD","211864.41","2.321","0.024","2.023","5.447","7.063","10.839"
"HSET","212314.23","2.326","0.032","1.967","5.743","8.399","12.967"
"SPOP","232558.14","2.117","0.016","1.855","5.047","7.679","13.991"
"LPUSH (needed to benchmark LRANGE)","220750.55","2.231","0.024","1.863","5.231","7.975","11.415"
"LRANGE_100 (first 100 elements)","110864.74","4.108","0.112","2.279","13.431","23.071","39.775"
"MSET (10 keys)","113765.64","4.339","0.120","3.727","10.351","14.951","27.439"
