"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","95693.77","0.380","0.008","0.239","1.079","3.415","7.759"
"PING_MBULK","97560.98","0.365","0.008","0.255","0.895","2.503","8.015"
"SET","92165.90","0.399","0.016","0.271","0.935","3.391","8.183"
"GET","95693.77","0.370","0.008","0.247","0.911","2.775","8.135"
"INCR","96153.84","0.359","0.016","0.263","0.871","2.087","6.031"
"LPUSH","97560.98","0.374","0.008","0.247","1.055","2.071","6.951"
"RPUSH","99009.90","0.357","0.016","0.247","0.943","2.063","8.551"
"LPOP","102564.11","0.346","0.016","0.247","0.895","1.887","6.175"
"RPOP","99502.48","0.368","0.008","0.239","0.983","2.735","7.279"
"SADD","100000.00","0.359","0.016","0.247","0.951","1.991","6.151"
"HSET","100502.52","0.353","0.016","0.247","0.927","1.879","9.271"
"SPOP","104166.66","0.324","0.008","0.239","0.727","1.815","10.159"
"LPUSH (needed to benchmark LRANGE)","99502.48","0.357","0.016","0.247","0.959","2.119","6.471"
"LRANGE_100 (first 100 elements)","68728.52","0.542","0.024","0.351","1.567","3.607","12.423"
"MSET (10 keys)","85106.38","0.519","0.016","0.303","1.663","3.071","8.175"
