"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","85106.38","0.439","0.008","0.279","1.231","4.183","16.079"
"PING_MBULK","97087.38","0.365","0.008","0.247","0.895","3.239","11.887"
"SET","84745.77","0.470","0.008","0.263","1.423","4.183","49.535"
"GET","85836.91","0.469","0.008","0.255","1.415","4.983","19.279"
"INCR","99009.90","0.379","0.016","0.247","1.047","2.847","7.631"
"LPUSH","93457.95","0.398","0.016","0.255","1.095","2.903","12.151"
"RPUSH","99009.90","0.359","0.016","0.247","0.951","2.639","6.767"
"LPOP","101010.10","0.355","0.016","0.247","0.855","2.247","7.951"
"RPOP","96618.36","0.376","0.008","0.247","0.935","2.591","9.311"
"SADD","97560.98","0.383","0.016","0.247","0.975","2.799","11.479"
"HSET","99502.48","0.360","0.016","0.247","0.935","2.199","8.223"
"SPOP","99502.48","0.355","0.016","0.247","0.919","2.527","9.559"
"LPUSH (needed to benchmark LRANGE)","93896.71","0.405","0.016","0.247","1.119","3.671","12.303"
"LRANGE_100 (first 100 elements)","64308.68","0.621","0.016","0.359","1.815","5.079","12.351"
"MSET (10 keys)","82304.52","0.542","0.016","0.327","1.607","3.383","9.599"
