"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","869565.19","0.304","0.040","0.311","0.359","0.439","1.671"
"PING_MBULK","917431.19","0.288","0.088","0.287","0.383","0.479","1.719"
"SET","719424.44","0.603","0.048","0.455","1.463","2.527","6.023"
"GET","884955.75","0.507","0.048","0.431","1.119","1.887","4.463"
"INCR","740740.69","0.545","0.040","0.391","1.351","2.087","11.551"
"LPUSH","2163.99","230.935","120.832","227.967","297.727","341.503","936.447"
"RPUSH","775193.81","0.595","0.104","0.559","1.031","1.735","3.031"
"LPOP","793650.75","0.607","0.040","0.559","1.039","1.647","2.943"
"RPOP","763358.81","0.620","0.040","0.551","1.215","1.719","6.807"
"SADD","714285.69","0.677","0.064","0.631","1.047","1.775","3.391"
"HSET","735294.06","0.659","0.064","0.615","0.903","1.783","4.663"
"SPOP","709219.88","0.590","0.064","0.543","1.111","1.887","4.887"
"LPUSH (needed to benchmark LRANGE)","2155.87","231.836","134.656","231.039","301.567","331.775","911.359"
"LRANGE_100 (first 100 elements)","207039.33","1.411","0.144","1.231","2.511","4.487","13.087"
"MSET (10 keys)","121951.22","4.085","0.080","3.447","10.199","12.399","19.103"
