"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","99800.40","0.259","0.072","0.255","0.335","0.359","0.799"
"PING_MBULK","97370.98","0.266","0.064","0.271","0.335","0.375","2.319"
"SET","96993.21","0.269","0.024","0.263","0.343","0.391","1.615"
"GET","92850.51","0.280","0.032","0.287","0.335","0.367","1.567"
"INCR","89445.44","0.291","0.040","0.295","0.351","0.407","1.471"
"LPUSH","6822.21","7.295","0.144","6.359","15.351","17.503","21.231"
"RPUSH","96618.36","0.269","0.040","0.263","0.359","0.439","2.263"
"LPOP","92250.92","0.282","0.024","0.287","0.343","0.447","2.727"
"RPOP","104384.13","0.249","0.016","0.239","0.327","0.351","4.127"
"SADD","99502.48","0.261","0.040","0.255","0.335","0.367","1.543"
"HSET","92592.59","0.282","0.080","0.287","0.343","0.375","2.255"
"SPOP","88888.89","0.293","0.040","0.295","0.351","0.415","2.719"
"LPUSH (needed to benchmark LRANGE)","6839.48","7.275","0.088","7.135","16.023","18.399","24.431"
"LRANGE_100 (first 100 elements)","65789.48","0.394","0.024","0.367","0.487","0.583","4.063"
"MSET (10 keys)","96246.39","0.301","0.016","0.271","0.503","1.079","3.951"
