"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","97560.98","0.266","0.064","0.271","0.359","0.423","1.175"
"PING_MBULK","98039.22","0.269","0.032","0.255","0.383","0.575","2.519"
"SET","99009.90","0.274","0.032","0.247","0.415","0.863","3.623"
"GET","98039.22","0.267","0.040","0.255","0.367","0.503","1.447"
"INCR","100000.00","0.265","0.040","0.239","0.375","0.543","4.183"
"LPUSH","111731.84","0.233","0.040","0.231","0.295","0.351","0.983"
"RPUSH","111731.84","0.231","0.072","0.231","0.303","0.343","0.487"
"LPOP","99009.90","0.269","0.040","0.247","0.359","0.775","3.439"
"RPOP","88888.89","0.317","0.040","0.263","0.439","1.383","6.959"
"SADD","91324.20","0.301","0.072","0.263","0.367","0.983","6.951"
"HSET","96618.36","0.277","0.032","0.247","0.407","0.687","3.807"
"SPOP","83682.01","0.340","0.016","0.287","0.471","2.567","6.599"
"LPUSH (needed to benchmark LRANGE)","77821.02","0.386","0.016","0.295","0.671","3.159","6.039"
"LRANGE_100 (first 100 elements)","63897.77","0.445","0.032","0.383","0.671","2.471","5.175"
"MSET (10 keys)","99502.48","0.283","0.040","0.247","0.367","0.975","4.415"
