"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","105820.11","0.248","0.040","0.239","0.343","0.527","1.351"
"PING_MBULK","96618.36","0.269","0.040","0.271","0.351","0.447","1.391"
"SET","106382.98","0.245","0.064","0.239","0.343","0.407","1.543"
"GET","94339.62","0.291","0.016","0.247","0.407","1.063","9.855"
"INCR","85470.09","0.328","0.024","0.287","0.519","1.287","4.567"
"LPUSH","84745.77","0.344","0.024","0.279","0.599","1.855","4.295"
"RPUSH","92165.90","0.293","0.040","0.271","0.375","1.167","3.919"
"LPOP","81300.81","0.352","0.032","0.303","0.543","2.103","5.775"
"RPOP","77220.08","0.367","0.040","0.295","0.559","2.247","7.327"
"SADD","102564.11","0.261","0.024","0.247","0.351","0.567","3.367"
"HSET","93896.71","0.297","0.024","0.255","0.407","0.911","5.927"
"SPOP","94339.62","0.288","0.024","0.247","0.447","1.135","5.191"
"LPUSH (needed to benchmark LRANGE)","80321.29","0.351","0.032","0.303","0.535","1.543","5.359"
"LRANGE_100 (first 100 elements)","61162.08","0.483","0.040","0.359","0.807","4.287","11.863"
"MSET (10 keys)","102040.82","0.273","0.024","0.247","0.399","0.791","6.511"
