"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","480769.22","1.026","0.040","0.671","3.303","6.311","17.647"
"PING_MBULK","490196.09","1.007","0.040","0.647","3.263","6.391","21.295"
"SET","273972.59","1.814","0.056","0.935","6.447","12.759","27.455"
"GET","396825.38","1.246","0.056","0.791","3.959","8.231","17.583"
"INCR","266666.66","1.861","0.056","1.023","6.399","11.151","20.063"
"LPUSH","247524.75","2.002","0.048","1.943","3.335","4.503","5.719"
"RPUSH","217864.92","2.278","0.048","2.143","3.951","5.527","9.615"
"LPOP","245700.25","2.011","0.048","1.943","3.671","4.607","8.751"
"RPOP","243309.00","2.037","0.048","1.983","3.511","4.687","6.767"
"SADD","230414.75","2.148","0.048","2.047","3.879","5.359","9.151"
"HSET","219298.25","2.258","0.056","2.151","4.135","5.391","7.287"
"SPOP","234741.78","2.111","0.040","2.015","3.727","6.423","9.911"
"LPUSH (needed to benchmark LRANGE)","233100.23","2.125","0.056","2.031","3.887","5.239","7.575"
"LRANGE_100 (first 100 elements)","148148.14","3.115","0.136","1.903","10.351","17.023","26.623"
"MSET (10 keys)","138888.89","3.591","0.144","3.039","8.391","11.895","18.911"
