"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","675675.69","0.717","0.040","0.567","1.775","3.415","14.887"
"PING_MBULK","666666.62","0.722","0.040","0.567","1.855","2.935","8.111"
"SET","458715.59","1.077","0.048","0.439","4.543","9.135","17.295"
"GET","628930.81","0.779","0.048","0.607","1.863","3.143","16.335"
"INCR","462962.94","1.068","0.048","0.407","4.351","11.943","21.519"
"LPUSH","332225.91","1.492","0.040","1.391","2.375","3.575","6.175"
"RPUSH","284900.28","1.742","0.040","1.679","2.679","4.191","7.711"
"LPOP","340136.06","1.455","0.040","1.431","2.175","3.319","6.311"
"RPOP","335570.47","1.480","0.040","1.455","2.167","3.495","5.111"
"SADD","314465.41","1.579","0.040","1.503","2.495","3.431","4.711"
"HSET","303951.38","1.629","0.040","1.567","2.687","3.583","6.255"
"SPOP","335570.47","1.481","0.032","1.439","2.383","3.607","5.951"
"LPUSH (needed to benchmark LRANGE)","319488.81","1.552","0.040","1.399","2.367","3.439","16.071"
"LRANGE_100 (first 100 elements)","173611.12","2.288","0.136","1.287","6.967","12.599","24.479"
"MSET (10 keys)","215982.72","2.303","0.136","1.871","5.447","7.815","14.439"
