"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","115606.94","0.234","0.016","0.223","0.311","0.495","3.319"
"PING_MBULK","112107.62","0.239","0.016","0.231","0.319","0.431","2.135"
"SET","114942.53","0.240","0.016","0.223","0.335","0.583","4.271"
"GET","110987.79","0.243","0.016","0.231","0.327","0.471","2.279"
"INCR","106609.80","0.260","0.016","0.239","0.359","0.695","3.903"
"LPUSH","108932.46","0.251","0.016","0.231","0.335","0.591","2.791"
"RPUSH","100704.94","0.267","0.024","0.271","0.335","0.463","4.215"
"LPOP","107642.62","0.251","0.016","0.239","0.335","0.463","2.975"
"RPOP","105042.02","0.258","0.024","0.247","0.343","0.527","3.895"
"SADD","110864.74","0.248","0.016","0.231","0.343","0.599","3.423"
"HSET","112233.45","0.249","0.016","0.231","0.359","0.687","4.823"
"SPOP","109051.26","0.252","0.016","0.231","0.335","0.695","4.831"
"LPUSH (needed to benchmark LRANGE)","110619.47","0.246","0.024","0.231","0.335","0.495","4.143"
"LRANGE_100 (first 100 elements)","75187.97","0.412","0.032","0.335","0.855","1.695","12.567"
"MSET (10 keys)","99502.48","0.370","0.016","0.271","0.943","1.903","13.263"
