"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","112485.94","0.240","0.008","0.223","0.335","0.527","3.175"
"PING_MBULK","101626.02","0.263","0.016","0.263","0.351","0.487","3.183"
"SET","107758.62","0.251","0.016","0.239","0.343","0.503","1.807"
"GET","109170.30","0.247","0.016","0.231","0.335","0.463","2.631"
"INCR","112359.55","0.245","0.016","0.231","0.335","0.639","3.639"
"LPUSH","113507.38","0.243","0.008","0.231","0.335","0.663","4.743"
"RPUSH","113895.21","0.239","0.016","0.231","0.327","0.479","5.383"
"LPOP","112866.82","0.244","0.016","0.231","0.335","0.615","5.335"
"RPOP","114547.53","0.240","0.016","0.231","0.327","0.599","3.799"
"SADD","112359.55","0.249","0.016","0.231","0.351","0.719","5.695"
"HSET","111234.70","0.248","0.024","0.231","0.351","0.623","2.583"
"SPOP","111731.84","0.249","0.016","0.231","0.359","0.703","5.559"
"LPUSH (needed to benchmark LRANGE)","108225.10","0.252","0.016","0.239","0.335","0.543","4.543"
"LRANGE_100 (first 100 elements)","73152.89","0.423","0.032","0.343","0.903","1.823","13.415"
"MSET (10 keys)","96618.36","0.367","0.016","0.287","0.911","1.775","7.695"
