"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","1136363.62","0.271","0.072","0.223","0.487","0.583","0.783"
"PING_MBULK","1162790.62","0.228","0.072","0.223","0.303","0.399","0.671"
"SET","877193.00","0.502","0.192","0.487","0.743","0.895","1.327"
"GET","884955.75","0.481","0.144","0.471","0.735","0.895","1.319"
"INCR","1030927.81","0.413","0.144","0.399","0.607","0.735","1.007"
"LPUSH","1000000.00","0.433","0.152","0.407","0.663","0.855","1.223"
"RPUSH","1075268.75","0.380","0.136","0.367","0.575","0.719","1.095"
"LPOP","1000000.00","0.442","0.176","0.415","0.647","0.783","1.071"
"RPOP","1010101.00","0.422","0.152","0.407","0.607","0.799","1.143"
"SADD","869565.19","0.451","0.176","0.431","0.743","0.959","1.455"
"HSET","826446.31","0.529","0.192","0.511","0.767","0.919","1.263"
"SPOP","602409.69","0.734","0.136","0.719","1.535","1.831","2.239"
"LPUSH (needed to benchmark LRANGE)","1086956.50","0.379","0.144","0.359","0.599","0.775","1.167"
"LRANGE_100 (first 100 elements)","229357.80","1.161","0.424","1.103","1.655","2.479","3.695"
"MSET (10 keys)","324675.31","1.429","0.376","1.439","1.975","2.575","3.575"
