"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","96153.85","0.275","0.080","0.263","0.359","0.447","4.255"
"PING_MBULK","96618.36","0.278","0.056","0.247","0.391","0.599","3.791"
"SET","99502.48","0.267","0.088","0.247","0.359","0.455","3.463"
"GET","96061.48","0.280","0.088","0.263","0.391","0.527","3.463"
"INCR","101936.80","0.260","0.096","0.239","0.359","0.447","3.231"
"LPUSH","93896.71","0.289","0.096","0.255","0.399","0.615","3.975"
"RPUSH","94517.96","0.281","0.064","0.255","0.375","0.495","3.799"
"LPOP","94428.70","0.286","0.072","0.255","0.375","0.519","4.111"
"RPOP","94786.73","0.284","0.080","0.255","0.399","0.535","4.927"
"SADD","110132.16","0.235","0.072","0.231","0.303","0.359","0.663"
"HSET","96153.85","0.282","0.064","0.255","0.391","0.583","4.479"
"SPOP","98814.23","0.279","0.088","0.247","0.415","0.567","3.991"
"LPUSH (needed to benchmark LRANGE)","101419.88","0.260","0.072","0.239","0.343","0.439","3.655"
"LRANGE_100 (first 100 elements)","66225.16","0.403","0.144","0.359","0.527","1.335","4.711"
"MSET (10 keys)","92678.41","0.429","0.144","0.407","0.663","0.807","3.559"
