"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","869565.19","0.490","0.032","0.343","1.223","2.631","10.023"
"PING_MBULK","840336.12","0.543","0.032","0.367","1.407","4.167","11.479"
"SET","632911.38","0.778","0.032","0.335","2.951","8.023","14.351"
"GET","689655.19","0.644","0.040","0.423","1.703","4.535","8.479"
"INCR","609756.06","0.799","0.040","0.351","3.487","6.655","12.991"
"LPUSH","434782.59","1.136","0.032","1.143","1.583","2.351","3.679"
"RPUSH","408163.25","1.210","0.032","1.167","2.127","3.391","5.575"
"LPOP","411522.62","1.201","0.032","1.159","1.767","3.207","7.567"
"RPOP","434782.59","1.142","0.032","1.151","1.551","2.215","3.343"
"SADD","411522.62","1.200","0.032","1.167","1.615","2.455","7.631"
"HSET","387596.91","1.277","0.040","1.207","1.831","3.095","7.647"
"SPOP","406504.06","1.216","0.024","1.199","1.951","3.503","7.975"
"LPUSH (needed to benchmark LRANGE)","429184.56","1.154","0.032","1.159","1.559","2.295","3.215"
"LRANGE_100 (first 100 elements)","167224.08","2.320","0.128","1.391","7.215","13.351","19.007"
"MSET (10 keys)","215982.72","2.301","0.112","1.887","5.479","7.663","14.463"
