"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","892857.12","0.475","0.024","0.327","1.239","2.751","5.399"
"PING_MBULK","787401.56","0.568","0.024","0.335","1.375","5.127","16.879"
"SET","609756.06","0.808","0.040","0.351","3.223","6.975","11.815"
"GET","769230.81","0.613","0.040","0.455","1.583","2.271","8.775"
"INCR","588235.31","0.834","0.040","0.351","3.551","7.863","12.639"
"LPUSH","429184.56","1.157","0.032","1.151","1.655","2.415","5.319"
"RPUSH","378787.88","1.309","0.032","1.223","2.207","3.487","7.127"
"LPOP","403225.81","1.231","0.032","1.191","1.767","2.663","4.463"
"RPOP","427350.44","1.156","0.032","1.167","1.583","2.455","3.927"
"SADD","395256.94","1.247","0.032","1.207","1.911","2.799","4.335"
"HSET","392156.88","1.261","0.040","1.207","2.007","2.855","4.479"
"SPOP","409836.06","1.210","0.032","1.199","1.855","4.167","7.103"
"LPUSH (needed to benchmark LRANGE)","434782.59","1.138","0.040","1.159","1.519","2.103","3.471"
"LRANGE_100 (first 100 elements)","179533.22","2.022","0.176","1.263","5.959","11.711","19.775"
"MSET (10 keys)","216919.73","2.294","0.112","1.911","5.391","7.495","14.503"
