"test","rps","avg_latency_ms","min_latency_ms","p50_latency_ms","p95_latency_ms","p99_latency_ms","max_latency_ms"
"PING_INLINE","704225.31","0.643","0.024","0.303","1.903","6.687","25.567"
"PING_MBULK","675675.69","0.692","0.024","0.375","2.487","5.175","13.167"
"SET","344827.59","1.435","0.032","0.855","4.791","7.599","14.207"
"GET","574712.69","0.835","0.024","0.511","2.519","5.175","23.167"
"INCR","358422.91","1.380","0.032","0.855","4.367","7.823","13.311"
"LPUSH","331125.84","1.498","0.024","1.231","3.815","8.599","14.215"
"RPUSH","282485.88","1.754","0.024","1.415","4.487","7.991","16.591"
"LPOP","312500.00","1.585","0.024","1.207","4.615","7.999","22.015"
"RPOP","325732.88","1.525","0.024","1.279","3.975","6.263","13.311"
"SADD","288184.44","1.721","0.024","1.383","4.623","6.927","14.799"
"HSET","302114.81","1.639","0.024","1.375","4.335","7.151","17.599"
"SPOP","298507.47","1.659","0.016","1.295","4.751","8.783","18.847"
"LPUSH (needed to benchmark LRANGE)","330033.00","1.497","0.024","1.191","3.999","6.431","17.775"
"LRANGE_100 (first 100 elements)","130718.95","3.603","0.120","2.119","11.959","21.919","33.823"
"MSET (10 keys)","119047.62","4.188","0.112","3.439","10.287","14.743","25.839"
